PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
19323,Animals,affection,lip-syncing,self-shot,Kannada
19324,Dance,affection,lip-syncing,special-effects,Kannada
19325,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19326,Travel,happy,background-song-with-lyrics,self-shot,Kannada
19327,Food,affection,background-song-with-lyrics,self-shot,Kannada
19328,Festival,affection,background-song-with-lyrics,self-shot,Kannada
19329,Devotion,affection,background-song-with-lyrics,self-shot,Kannada
19330,Nature,affection,background-song-with-lyrics,self-shot,Kannada
19331,Sports,sad,self-spoken-monologues,videos-text-special-effects,Kannada
19332,Celeb,affection,background-song-with-lyrics,self-shot,Kannada
19333,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19334,Friends Comedy,happy,lip-syncing,self-shot,Kannada
19335,Comedians,happy,self-spoken-monologues,movie/tv-show,Kannada
19336,Animals,affection,self-spoken-monologues,self-shot,Kannada
19337,Couple Romance,happy,lip-syncing,collab,Kannada
19338,Stunts,confidence,background-song-with-lyrics,self-shot,Kannada
19339,Pranks,happy,background-song-with-lyrics,self-shot,Kannada
19340,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19341,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19342,Family Comedy,affection,lip-syncing,self-shot,Kannada
19343,Sports,happy,lip-syncing,self-shot,Kannada
19344,Onesided Romance,affection,background-song-with-lyrics,self-shot,Kannada
19345,Onesided Romance,affection,lip-syncing,special-effects,Kannada
19346,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19347,Sports,neutral,background-song-with-lyrics,self-shot,Kannada
19348,Onesided Romance,happy,lip-syncing,self-shot,Kannada
19349,Food,neutral,self-spoken-dialogues,self-shot,Kannada
19350,Stunts,confidence,background-song-with-lyrics,self-shot,Kannada
19351,Couple Romance,affection,lip-syncing,reaction videos,Kannada
19352,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19353,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19354,Pets,neutral,background-song-with-lyrics,self-shot,Kannada
19355,Celeb,happy,self-spoken-dialogues,movie/tv-show,Kannada
19356,Couple Romance,affection,lip-syncing,self-shot,Kannada
19357,Fashion,happy,background-song-with-lyrics,collab,Kannada
19358,Heartbreak Romance,sad,background-song-with-lyrics,collab,Kannada
19359,Friends Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19360,Couple Romance,happy,background-song-with-lyrics,self-shot,Kannada
19361,Couple Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19362,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19363,Family Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19364,Automobiles & Gadgets,affection,lip-syncing,self-shot,Kannada
19365,Travel,affection,self-spoken-monologues,self-shot,Kannada
19366,Fitness,neutral,self-spoken-monologues,self-shot,Kannada
19367,Onesided Romance,affection,background-song-with-lyrics,self-shot,Kannada
19368,Photography,happy,lip-syncing,special-effects,Kannada
19369,Fitness,neutral,self-spoken-monologues,videos-text-special-effects,Kannada
19370,Celeb,neutral,self-spoken-dialogues,movie/tv-show,Kannada
19371,Dance,affection,lip-syncing,self-shot,Kannada
19372,Dance,affection,background-song-with-lyrics,self-shot,Kannada
19373,Couple Romance,affection,background-song-with-lyrics,self-shot,Kannada
19374,Cartoons,affection,background-song-with-lyrics,animation,Kannada
19375,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19376,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19377,Kids Comedy,happy,lip-syncing,self-shot,Kannada
19378,Celeb,affection,background-song-with-lyrics,videos-text-special-effects,Kannada
19379,Fashion,neutral,background-song-with-lyrics,self-shot,Kannada
19380,Dance,affection,lip-syncing,special-effects,Kannada
19381,Fitness,neutral,self-spoken-monologues,videos-with-text,Kannada
19382,Arts,neutral,background-song-with-lyrics,self-shot,Kannada
19383,Devotion,affection,background-song-with-lyrics,self-shot,Kannada
19384,Kids Comedy,happy,lip-syncing,self-shot,Kannada
19385,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19386,Comedians,happy,self-spoken-monologues,movie/tv-show,Kannada
19387,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19388,Arts,neutral,background-song-with-lyrics,videos-with-text,Kannada
19389,Pranks,happy,background-song-with-lyrics,self-shot,Kannada
19390,Stunts,confidence,self-spoken-monologues,self-shot,Kannada
19391,Pets,neutral,background-song-with-lyrics,self-shot,Kannada
19392,Nature,affection,background-song-with-lyrics,self-shot,Kannada
19393,Memes,happy,lip-syncing,special-effects,Kannada
19394,Couple Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19395,Magic,happy,self-spoken-monologues,special-effects,Kannada
19396,Animals,neutral,self-spoken-monologues,self-shot,Kannada
19397,Couple Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19398,Pets,happy,background-song-with-lyrics,self-shot,Kannada
19399,Festival,affection,background-song-with-lyrics,self-shot,Kannada
19400,Sports,neutral,background-song-with-lyrics,special-effects,Kannada
19401,Animals,neutral,background-song-with-lyrics,self-shot,Kannada
19402,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19403,Couple Romance,affection,background-song-with-lyrics,self-shot,Kannada
19404,Food,affection,background-song-with-lyrics,self-shot,Kannada
19405,Arts,affection,background-song-with-lyrics,self-shot,Kannada
19406,Dance,happy,lip-syncing,videos-with-text,Kannada
19407,Animals,neutral,self-spoken-dialogues,self-shot,Kannada
19408,Arts,affection,background-song-with-lyrics,self-shot,Kannada
19409,Devotion,affection,self-spoken-monologues,special-effects,Kannada
19410,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19411,Animals,confidence,background-song-with-lyrics,self-shot,Kannada
19412,Fashion,surprise,self-spoken-monologues,self-shot,Kannada
19413,Fitness,confidence,self-spoken-dialogues,self-shot,Kannada
19414,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19415,Fitness,neutral,self-spoken-monologues,self-shot,Kannada
19416,Dance,affection,lip-syncing,reaction videos,Kannada
19417,Onesided Romance,affection,background-song-with-lyrics,special-effects,Kannada
19418,Comedians,happy,self-spoken-monologues,movie/tv-show,Kannada
19419,Travel,neutral,background-song-with-lyrics,self-shot,Kannada
19420,Devotion,affection,background-song-with-lyrics,special-effects,Kannada
19421,Fitness,happy,self-spoken-monologues,self-shot,Kannada
19422,Devotion,affection,lip-syncing,self-shot,Kannada
19423,Festival,affection,background-song-with-lyrics,self-shot,Kannada
19424,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Kannada
19425,Couple Romance,happy,lip-syncing,self-shot,Kannada
19426,Kids Comedy,happy,lip-syncing,special-effects,Kannada
19427,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19428,Couple Romance,happy,lip-syncing,self-shot,Kannada
19429,Couple Romance,happy,lip-syncing,self-shot,Kannada
19430,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19431,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19432,Couple Romance,affection,lip-syncing,self-shot,Kannada
19433,Kids Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19434,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19435,Onesided Romance,affection,lip-syncing,special-effects,Kannada
19436,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19437,Celeb,happy,background-song-with-lyrics,self-shot,Kannada
19438,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Kannada
19439,Couple Romance,happy,lip-syncing,special-effects,Kannada
19440,Animals,affection,lip-syncing,self-shot,Kannada
19441,Patriotism,confidence,instrumental,videos-with-text,Kannada
19442,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19443,Food,affection,background-song-with-lyrics,self-shot,Kannada
19444,Devotion,affection,background-song-with-lyrics,self-shot,Kannada
19445,Arts,affection,background-song-with-lyrics,self-shot,Kannada
19446,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19447,Couple Romance,affection,background-song-with-lyrics,special-effects,Kannada
19448,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19449,Dance,affection,lip-syncing,self-shot,Kannada
19450,Devotion,affection,background-song-with-lyrics,self-shot,Kannada
19451,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19452,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Kannada
19453,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19454,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19455,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19456,Couple Romance,happy,background-song-with-lyrics,self-shot,Kannada
19457,Couple Comedy,happy,lip-syncing,collab,Kannada
19458,Animals,neutral,background-song-with-lyrics,self-shot,Kannada
19459,Family Comedy,happy,lip-syncing,self-shot,Kannada
19460,Couple Romance,happy,lip-syncing,self-shot,Kannada
19461,Onesided Romance,affection,background-song-with-lyrics,videos-text-special-effects,Kannada
19462,Music,neutral,self-sung-song,movie/tv-show,Kannada
19463,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19464,Devotion,affection,lip-syncing,special-effects,Kannada
19465,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19466,Family Comedy,happy,lip-syncing,self-shot,Kannada
19467,Nature,neutral,background-song-with-lyrics,self-shot,Kannada
19468,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19469,Pets,happy,lip-syncing,self-shot,Kannada
19470,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19471,Dance,affection,lip-syncing,special-effects,Kannada
19472,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19473,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19474,Friends Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19475,Sports,confidence,background-song-with-lyrics,self-shot,Kannada
19476,Friends Comedy,happy,self-spoken-monologues,videos-text-special-effects,Kannada
19477,Fashion,happy,background-song-with-lyrics,self-shot,Kannada
19478,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19479,Heartbreak Romance,sad,self-spoken-dialogues,reaction videos,Kannada
19480,Animals,neutral,background-song-with-lyrics,self-shot,Kannada
19481,Sports,confidence,background-song-with-lyrics,movie/tv-show,Kannada
19482,Devotion,affection,background-song-with-lyrics,self-shot,Kannada
19483,Devotion,affection,self-spoken-dialogues,self-shot,Kannada
19484,Magic,neutral,self-spoken-monologues,self-shot,Kannada
19485,Devotion,affection,background-song-with-lyrics,self-shot,Kannada
19486,Automobiles & Gadgets,affection,background-song-with-lyrics,self-shot,Kannada
19487,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19488,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19489,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19490,Stunts,confidence,background-song-with-lyrics,videos-text-special-effects,Kannada
19491,Arts,neutral,background-song-with-lyrics,self-shot,Kannada
19492,Friends Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19493,Friends Comedy,happy,lip-syncing,self-shot,Kannada
19494,Arts,neutral,background-song-with-lyrics,self-shot,Kannada
19495,Devotion,affection,background-song-with-lyrics,special-effects,Kannada
19496,Dance,happy,lip-syncing,special-effects,Kannada
19497,Fails,happy,self-spoken-monologues,self-shot,Kannada
19498,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19499,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19500,Music,neutral,self-sung-song,self-shot,Kannada
19501,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19502,Nature,neutral,background-song-with-lyrics,self-shot,Kannada
19503,Stunts,neutral,background-song-with-lyrics,self-shot,Kannada
19504,Patriotism,confidence,background-song-with-lyrics,special-effects,Kannada
19505,Cartoons,affection,background-song-with-lyrics,animation,Kannada
19506,Patriotism,confidence,instrumental,videos-text-special-effects,Kannada
19507,Animals,neutral,background-song-with-lyrics,self-shot,Kannada
19508,Festival,happy,background-song-with-lyrics,self-shot,Kannada
19509,Friends Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19510,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19511,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19512,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19513,Dance,affection,lip-syncing,self-shot,Kannada
19514,Food,neutral,background-song-with-lyrics,special-effects,Kannada
19515,Dance,happy,lip-syncing,self-shot,Kannada
19516,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19517,Celeb,happy,self-spoken-monologues,movie/tv-show,Kannada
19518,Patriotism,affection,background-song-with-lyrics,special-effects,Kannada
19519,Fails,happy,self-spoken-monologues,self-shot,Kannada
19520,Sports,neutral,lip-syncing,self-shot,Kannada
19521,Patriotism,confidence,background-song-with-lyrics,special-effects,Kannada
19522,Celeb,confidence,self-spoken-dialogues,movie/tv-show,Kannada
19523,Fashion,happy,background-song-with-lyrics,self-shot,Kannada
19524,Couple Romance,affection,background-song-with-lyrics,animation,Kannada
19525,Friends Comedy,happy,lip-syncing,self-shot,Kannada
19526,Couple Romance,happy,background-song-with-lyrics,self-shot,Kannada
19527,Nature,affection,background-song-with-lyrics,self-shot,Kannada
19528,Sports,affection,self-spoken-monologues,videos-text-special-effects,Kannada
19529,Couple Romance,affection,lip-syncing,self-shot,Kannada
19530,Food,affection,background-song-with-lyrics,special-effects,Kannada
19531,Pets,neutral,background-song-with-lyrics,self-shot,Kannada
19532,Pranks,happy,background-song-with-lyrics,self-shot,Kannada
19533,Arts,happy,background-song-with-lyrics,self-shot,Kannada
19534,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19535,Pets,happy,background-song-with-lyrics,special-effects,Kannada
19536,Family Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19537,Arts,affection,background-song-with-lyrics,self-shot,Kannada
19538,Fashion,happy,background-song-with-lyrics,self-shot,Kannada
19539,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19540,Couple Romance,happy,lip-syncing,special-effects,Kannada
19541,Festival,affection,background-song-with-lyrics,self-shot,Kannada
19542,Patriotism,affection,lip-syncing,videos-text-special-effects,Kannada
19543,Nature,affection,background-song-with-lyrics,self-shot,Kannada
19544,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19545,Dance,happy,background-song-with-lyrics,self-shot,Kannada
19546,Fitness,neutral,self-spoken-monologues,videos-with-text,Kannada
19547,Music,neutral,self-sung-song,special-effects,Kannada
19548,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19549,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Kannada
19550,Travel,neutral,background-song-with-lyrics,special-effects,Kannada
19551,Couple Romance,happy,background-song-with-lyrics,self-shot,Kannada
19552,Sports,neutral,background-song-with-lyrics,special-effects,Kannada
19553,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Kannada
19554,Devotion,affection,lip-syncing,special-effects,Kannada
19555,Stunts,neutral,background-song-with-lyrics,self-shot,Kannada
19556,Memes,happy,self-spoken-monologues,special-effects,Kannada
19557,Pets,happy,background-song-with-lyrics,special-effects,Kannada
19558,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19559,Couple Romance,happy,background-song-with-lyrics,self-shot,Kannada
19560,Animals,affection,background-song-with-lyrics,self-shot,Kannada
19561,Couple Romance,happy,lip-syncing,self-shot,Kannada
19562,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19563,Dance,happy,lip-syncing,self-shot,Kannada
19564,Couple Comedy,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
19565,Couple Romance,happy,background-song-with-lyrics,self-shot,Kannada
19566,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19567,Couple Romance,happy,lip-syncing,self-shot,Kannada
19568,Travel,neutral,background-song-with-lyrics,self-shot,Kannada
19569,Travel,sad,self-spoken-monologues,self-shot,Kannada
19570,Family Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19571,Couple Romance,affection,lip-syncing,special-effects,Kannada
19572,Memes,happy,lip-syncing,special-effects,Kannada
19573,Pets,happy,lip-syncing,self-shot,Kannada
19574,Couple Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19575,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19576,Food,happy,self-spoken-dialogues,self-shot,Kannada
19577,Festival,affection,self-spoken-dialogues,self-shot,Kannada
19578,Devotion,affection,self-spoken-monologues,special-effects,Kannada
19579,Dance,happy,lip-syncing,self-shot,Kannada
19580,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19581,Family Comedy,happy,lip-syncing,special-effects,Kannada
19582,Animals,happy,lip-syncing,self-shot,Kannada
19583,Music,confidence,lip-syncing,self-shot,Kannada
19584,Pets,happy,background-song-with-lyrics,self-shot,Kannada
19585,Patriotism,affection,background-song-with-lyrics,self-shot,Kannada
19586,Fitness,neutral,self-spoken-monologues,videos-with-text,Kannada
19587,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19588,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19589,Kids Comedy,happy,background-song-with-lyrics,special-effects,Kannada
19590,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19591,Friends Comedy,happy,lip-syncing,self-shot,Kannada
19592,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19593,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19594,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19595,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19596,Stunts,confidence,background-song-with-lyrics,self-shot,Kannada
19597,Celeb,affection,background-song-with-lyrics,self-shot,Kannada
19598,Celeb,confidence,self-spoken-dialogues,movie/tv-show,Kannada
19599,Music,happy,self-sung-song,self-shot,Kannada
19600,Cartoons,affection,background-song-with-lyrics,animation,Kannada
19601,Pets,happy,background-song-with-lyrics,self-shot,Kannada
19602,Music,neutral,self-sung-song,special-effects,Kannada
19603,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19604,Fitness,neutral,self-spoken-monologues,videos-with-text,Kannada
19605,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19606,Couple Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19607,Celeb,neutral,background-song-with-lyrics,self-shot,Kannada
19608,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19609,Travel,neutral,background-song-with-lyrics,self-shot,Kannada
19610,Pets,neutral,background-song-with-lyrics,self-shot,Kannada
19611,Pranks,happy,background-song-with-lyrics,self-shot,Kannada
19612,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19613,Fashion,neutral,background-song-with-lyrics,self-shot,Kannada
19614,Arts,happy,background-song-with-lyrics,videos-with-text,Kannada
19615,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19616,Celeb,affection,background-song-with-lyrics,self-shot,Kannada
19617,Pranks,happy,self-spoken-dialogues,reaction videos,Kannada
19618,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19619,Patriotism,anger,self-spoken-monologues,special-effects,Kannada
19620,Stunts,neutral,background-song-with-lyrics,self-shot,Kannada
19621,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19622,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19623,Stunts,confidence,background-song-with-lyrics,self-shot,Kannada
19624,Dance,affection,lip-syncing,self-shot,Kannada
19625,Family Comedy,happy,lip-syncing,special-effects,Kannada
19626,Onesided Romance,affection,self-spoken-monologues,special-effects,Kannada
19627,Patriotism,affection,lip-syncing,self-shot,Kannada
19628,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19629,Stunts,confidence,background-song-with-lyrics,self-shot,Kannada
19630,Onesided Romance,affection,self-spoken-monologues,self-shot,Kannada
19631,News,neutral,background-song-with-lyrics,self-shot,Kannada
19632,Arts,happy,background-song-with-lyrics,videos-text-special-effects,Kannada
19633,Couple Romance,happy,lip-syncing,self-shot,Kannada
19634,Nature,neutral,background-song-with-lyrics,special-effects,Kannada
19635,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19636,Patriotism,anger,self-spoken-dialogues,videos-with-text,Kannada
19637,Couple Romance,happy,lip-syncing,self-shot,Kannada
19638,Couple Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19639,Devotion,affection,background-song-with-lyrics,special-effects,Kannada
19640,Patriotism,confidence,self-spoken-monologues,videos-text-special-effects,Kannada
19641,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19642,Sports,affection,self-spoken-monologues,videos-text-special-effects,Kannada
19643,Fitness,neutral,self-spoken-monologues,self-shot,Kannada
19644,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19645,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19646,Animals,neutral,background-song-with-lyrics,self-shot,Kannada
19647,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19648,Photography,affection,background-song-with-lyrics,special-effects,Kannada
19649,Pets,neutral,background-song-with-lyrics,special-effects,Kannada
19650,Patriotism,affection,lip-syncing,special-effects,Kannada
19651,Philanthropy,neutral,background-song-with-lyrics,special-effects,Kannada
19652,Couple Romance,happy,lip-syncing,self-shot,Kannada
19653,Music,neutral,self-sung-song,special-effects,Kannada
19654,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19655,Fitness,neutral,self-spoken-monologues,videos-with-text,Kannada
19656,Sports,happy,self-spoken-dialogues,special-effects,Kannada
19657,Food,affection,background-song-with-lyrics,self-shot,Kannada
19658,Family Comedy,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
19659,Dance,affection,lip-syncing,self-shot,Kannada
19660,Celeb,neutral,self-spoken-monologues,movie/tv-show,Kannada
19661,Stunts,confidence,background-song-with-lyrics,special-effects,Kannada
19662,Patriotism,affection,background-song-with-lyrics,collab,Kannada
19663,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19664,Memes,happy,lip-syncing,special-effects,Kannada
19665,Devotion,affection,lip-syncing,special-effects,Kannada
19666,Sports,confidence,background-song-with-lyrics,self-shot,Kannada
19667,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19668,Patriotism,affection,background-song-with-lyrics,videos-with-text,Kannada
19669,Celeb,happy,background-song-with-lyrics,special-effects,Kannada
19670,Animals,neutral,self-spoken-monologues,self-shot,Kannada
19671,Patriotism,confidence,background-song-with-lyrics,special-effects,Kannada
19672,Festival,affection,background-song-with-lyrics,special-effects,Kannada
19673,Couple Romance,happy,background-song-with-lyrics,special-effects,Kannada
19674,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19675,Heartbreak Romance,sad,self-spoken-dialogues,videos-text-special-effects,Kannada
19676,Nature,neutral,background-song-with-lyrics,self-shot,Kannada
19677,Couple Romance,happy,lip-syncing,self-shot,Kannada
19678,Nature,neutral,background-song-with-lyrics,self-shot,Kannada
19679,Travel,affection,background-song-with-lyrics,self-shot,Kannada
19680,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19681,Stunts,affection,background-song-with-lyrics,special-effects,Kannada
19682,Animals,anger,background-song-with-lyrics,self-shot,Kannada
19683,Family Comedy,happy,background-song-with-lyrics,self-shot,Kannada
19684,Celeb,happy,self-spoken-dialogues,movie/tv-show,Kannada
19685,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19686,Sports,confidence,self-spoken-monologues,self-shot,Kannada
19687,Celeb,happy,background-song-with-lyrics,movie/tv-show,Kannada
19688,Celeb,neutral,background-song-with-lyrics,self-shot,Kannada
19689,Arts,sad,lip-syncing,special-effects,Kannada
19690,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19691,Travel,affection,background-song-with-lyrics,special-effects,Kannada
19692,Music,happy,self-sung-song,special-effects,Kannada
19693,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19694,Fashion,affection,background-song-with-lyrics,self-shot,Kannada
19695,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19696,Nature,affection,background-song-with-lyrics,self-shot,Kannada
19697,Pets,neutral,background-song-with-lyrics,self-shot,Kannada
19698,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19699,Fitness,neutral,self-spoken-monologues,videos-with-text,Kannada
19700,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19701,Kids Comedy,happy,self-spoken-monologues,self-shot,Kannada
19702,Friends Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19703,Patriotism,affection,lip-syncing,videos-text-special-effects,Kannada
19704,Festival,happy,background-song-with-lyrics,special-effects,Kannada
19705,Animals,neutral,background-song-with-lyrics,self-shot,Kannada
19706,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19707,Pets,neutral,background-song-with-lyrics,self-shot,Kannada
19708,Music,happy,self-sung-song,special-effects,Kannada
19709,Pets,happy,background-song-with-lyrics,self-shot,Kannada
19710,Dance,affection,lip-syncing,self-shot,Kannada
19711,Heartbreak Romance,sad,self-spoken-monologues,videos-text-special-effects,Kannada
19712,Devotion,affection,lip-syncing,self-shot,Kannada
19713,Onesided Romance,affection,instrumental,special-effects,Kannada
19714,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19715,Celeb,confidence,self-spoken-dialogues,movie/tv-show,Kannada
19716,Couple Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19717,Celeb,happy,background-song-with-lyrics,self-shot,Kannada
19718,Automobiles & Gadgets,neutral,background-song-with-lyrics,special-effects,Kannada
19719,Stunts,affection,background-song-with-lyrics,special-effects,Kannada
19720,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19721,Nature,neutral,background-song-with-lyrics,self-shot,Kannada
19722,Onesided Romance,affection,self-spoken-monologues,self-shot,Kannada
19723,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19724,Automobiles & Gadgets,affection,background-song-with-lyrics,special-effects,Kannada
19725,Couple Romance,affection,background-song-with-lyrics,animation,Kannada
19726,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19727,Friends Comedy,happy,lip-syncing,self-shot,Kannada
19728,Sports,happy,background-song-with-lyrics,special-effects,Kannada
19729,Couple Romance,affection,self-spoken-monologues,self-shot,Kannada
19730,Photography,affection,background-song-with-lyrics,special-effects,Kannada
19731,Onesided Romance,affection,self-spoken-monologues,self-shot,Kannada
19732,Nature,neutral,background-song-with-lyrics,self-shot,Kannada
19733,Photography,affection,background-song-with-lyrics,special-effects,Kannada
19734,Arts,happy,background-song-with-lyrics,videos-text-special-effects,Kannada
19735,Couple Romance,affection,background-song-with-lyrics,self-shot,Kannada
19736,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19737,Sports,affection,background-song-with-lyrics,special-effects,Kannada
19738,Patriotism,affection,lip-syncing,special-effects,Kannada
19739,Memes,happy,lip-syncing,special-effects,Kannada
19740,Fashion,neutral,background-song-with-lyrics,self-shot,Kannada
19741,Comedians,happy,self-spoken-monologues,movie/tv-show,Kannada
19742,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19743,Devotion,affection,background-song-with-lyrics,special-effects,Kannada
19744,Couple Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19745,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19746,Celeb,affection,background-song-with-lyrics,self-shot,Kannada
19747,Nature,neutral,background-song-with-lyrics,self-shot,Kannada
19748,Sports,happy,lip-syncing,special-effects,Kannada
19749,Family Comedy,happy,lip-syncing,special-effects,Kannada
19750,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19751,Fashion,neutral,background-song-with-lyrics,self-shot,Kannada
19752,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19753,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19754,Music,happy,self-sung-song,special-effects,Kannada
19755,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19756,Memes,happy,self-spoken-dialogues,collab,Kannada
19757,Stunts,confidence,self-spoken-monologues,self-shot,Kannada
